gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0.0,0,1,1,0.689497625448104,1,1,0,0,0,0,0,0,0,-1.3161958583803248,-0.46383796501198465,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0,0,0,-0.8624119801167224,1,1,0,0,0,0,0,0,0,0.3526681749817807,-0.6075046651114951,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,1,0,0.689497625448104,1,0,0,0,0,0,0,0,1,-1.489757717849984,-0.5921816997293647,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0,0,0,-0.8624119801167224,1,0,0,0,0,0,0,0,0,-1.4814133976831734,-0.8932145871205371,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0,1,1,1.6288113340794463,0,0,0,1,0,1,1,1,0,-0.3682810874306489,0.6803138492325221,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1,1,0,0.8120168048348009,1,0,1,0,1,1,1,1,1,1.3272847704652504,1.4352312075727516,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0,0,-0.9440914330411869,1,1,0,0,0,0,0,1,1,0.6797655255207533,-0.6707313568116358,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,0,0,-1.270809244739045,1,0,0,0,1,0,0,0,1,0.3409861267482462,-0.9694513437677695,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1,0,0,-1.229969518276813,1,1,0,0,0,0,0,0,1,0.3593436311152292,-0.9323115002435927,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0,0,1,0.2811003608257813,0,0,1,0,0,1,1,0,0,-0.6553257011689311,-0.20632763676860524,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0,0,0,-1.229969518276813,1,0,0,0,0,0,1,0,1,0.5028659379843702,-0.9295982901178744,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,1,1,-0.8624119801167224,1,0,0,0,0,0,1,1,0,0.8650094332239469,-0.5489927319904716,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,1,1,1.6288113340794463,1,1,1,1,1,1,1,1,1,0.8716848893573954,1.8428131909665175,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,1,1,0,1.5879716076172141,1,1,1,1,1,1,0,0,1,1.056928797060589,2.007095840136035,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0,0,0,-0.7807325271922578,0,0,0,1,0,0,0,0,1,-1.1226076305103205,-0.8483131834826251,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,1,1,1.2204140694571237,1,1,0,0,0,0,0,0,1,-1.349573139047567,-0.36912024431170376,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0,0,-0.9032517065789546,1,0,1,0,0,0,1,0,1,0.6680834772872187,-0.6326796967697995,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0,1,0,-1.107450338890116,1,1,0,1,0,0,0,0,1,0.4694886573171281,-0.819468646326423,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,1,1,-1.229969518276813,1,0,1,1,0,1,0,0,0,-0.1730239955272825,-0.944721100654665,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0,0,0,0.19942090790131678,1,1,0,0,0,1,1,1,0,1.1387031346953322,0.5431188224656677,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0,1,0,-0.5765338948810964,1,1,0,0,0,0,0,0,1,0.28257588558057245,-0.4218944051996508,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1,0,0,-1.270809244739045,1,0,0,0,0,0,0,0,1,0.18244404357884614,-0.9715640893574682,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,0,0,-1.1482900653523482,1,0,0,0,0,0,1,0,0,0.43944910471661003,-0.8696852730794717,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,0,0,1.3837729753060528,1,0,0,0,0,0,0,0,0,-1.513121814317053,-0.4508723789194128,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,0,1,0,-0.4540147154943996,1,1,0,0,0,0,0,1,1,0.7281625824882545,-0.19827696410049023,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,1,0,1.5879716076172141,1,1,0,1,1,1,1,1,1,0.6213552843530796,1.619040073876537,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,0,0,0,-1.270809244739045,1,0,0,0,0,0,0,0,0,-1.5181284064171394,-0.9942260657353942,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0,1,0,-0.0047777244098446,1,1,1,0,0,1,1,0,1,0.2708938373470374,0.034947909574984476,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,0,0,0,0.2811003608257813,1,0,1,0,0,0,0,0,1,-0.561869315300653,-0.16371689413847174,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0,1,1,-0.8624119801167224,1,1,0,0,0,0,0,0,0,-1.3245401785471353,-0.8690180902616721,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0,0,1,0.4444592666747104,1,0,1,1,0,0,0,1,1,-0.024495096558055027,0.21464248183567247,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1,0,0,-1.270809244739045,1,0,0,0,0,0,0,0,1,0.17910631551212164,-0.9716085682119882,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,1,0,0.6078181725236395,1,0,0,0,1,0,0,1,1,0.6881098456875638,0.7966927720840297,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1,0,0,-1.107450338890116,1,0,0,0,0,0,0,1,0,0.47616411345057663,-0.8344580202996537,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,0,0,-1.1891297918145805,1,0,0,0,0,0,0,0,1,-1.4747379415497248,-0.9685395272501102,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0,1,1,-0.9849311595034191,1,0,0,0,0,0,0,0,0,-1.4981020380167944,-0.9315775991440131,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1.0,0,0,0,0.07690172851461995,1,1,0,0,0,0,0,0,0,-1.2878251698131689,-0.5667175555166806,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0,1,0,0.1585811814390845,0,0,1,0,1,0,0,0,0,-0.9790853236411794,-0.4165569426572542,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0,1,1,1.547131881154982,1,0,0,0,0,0,0,0,0,-1.479744533649811,-0.35421982804751306,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,0,0,0,-1.107450338890116,1,1,0,0,0,0,0,0,0,0.36268135918195327,-0.8187792240813634,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,0,0,0.6486578989858718,1,0,0,1,1,1,1,1,0,0.4744952494172146,0.6747539924175255,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,0,0,0,1.4654524282305172,1,1,1,1,1,0,0,1,1,1.248848160897231,2.177182979820409,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1,1,0,1.0162154371459622,1,1,0,1,0,0,0,1,1,0.8399764727235153,1.1879732552962259,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,0,0,1.138734616532659,0,0,1,0,1,0,1,1,0,-0.3699499514640109,0.43703675443553386,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,0,0,0,0.8528565312970331,0,0,0,0,1,1,1,1,0,-0.3265594865965963,0.3519487057388268,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,0,0,0,0.97537571068373,1,0,0,0,0,0,0,0,0,-1.5014397660835184,-0.5348929351076404,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0,1,0,1.6288113340794463,1,1,0,1,1,0,1,1,1,1.3389668186987849,2.3198489056932203,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0,0,-0.4131749890321673,1,0,0,0,0,0,0,0,0,-1.46305589331619,-0.8023220479089737,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,0,0,0,0.8528565312970331,1,1,0,0,0,0,0,0,0,-1.3562485951810153,-0.4236957988077097,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,0,0,0,-1.0666106124278838,1,0,0,1,0,0,1,0,0,-0.1746928595606445,-0.8437096220398079,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,0,0,0.9345359842214976,1,0,1,1,0,0,1,1,1,1.208795424096541,1.466722236572892,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0,0,0,-0.9032517065789546,1,1,0,0,0,0,1,1,1,0.24919860491333037,-0.649492703778349,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0,0,0,-0.82157225365449,1,1,0,0,0,0,0,0,0,-1.3245401785471353,-0.8621238678110764,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0,1,0,1.4654524282305172,1,1,1,1,0,0,0,0,1,0.6680834772872187,1.537443615259648,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0,0,-1.229969518276813,1,0,1,0,0,0,0,0,0,-0.45839974523220245,-0.9480347753164028,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0,0,0,-1.229969518276813,1,1,1,0,0,0,0,1,0,0.8700160253240334,-0.9250392075295772,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0,1,1,0.11774145497685222,1,0,0,0,0,0,0,0,0,-1.4880888538166215,-0.7112960721338505,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0,0,0,0.5261387195991749,1,0,1,1,0,0,1,1,1,1.1887690556961954,0.991643591445068,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0,0,0,1.6288113340794463,1,1,0,0,0,0,0,0,0,-1.3328844987139459,-0.21210988785620166,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0,0,1,-0.37233526256993504,1,0,0,1,0,1,0,0,0,-0.35159244709702786,-0.41900327965585266,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,1,1,-0.12729690379654143,1,0,0,0,1,1,1,1,0,0.36268135918195327,-0.08899241854491831,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,1,1,0,-1.107450338890116,1,0,0,0,0,0,0,0,1,0.1557422190450521,-0.8508262387630036,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,0,0,-0.9440914330411869,1,0,0,0,0,0,0,0,1,-1.4764068055830868,-0.9371374559590097,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0,0,-1.270809244739045,1,0,0,0,1,0,0,0,0,0.36268135918195327,-0.9691622312133896,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1,0,0,-1.1482900653523482,1,0,0,1,0,0,0,0,0,0.26922497331367545,-0.8614344455660169,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,1,1,-1.270809244739045,1,0,0,0,0,0,0,0,1,0.1740997234120356,-0.9716752864937681,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0,1,1,0.6078181725236395,1,0,1,0,1,0,0,1,0,0.8466519288569638,0.8374131633970642,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,1,0,-0.9032517065789546,1,0,0,0,0,0,0,0,1,-1.4730690775163628,-0.8903457010039989,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0,0,0,-1.229969518276813,1,0,0,0,0,0,0,0,0,0.16575540324522509,-0.938204948467489,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,1,1,1.3020935223815882,1,1,1,1,1,0,0,0,1,0.9050621700246375,1.6483961178597186,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,0,0,-1.229969518276813,1,0,0,0,0,0,0,0,0,-1.49476430995007,-0.9772351433087647,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0,1,0,1.0162154371459622,1,1,0,1,1,1,1,0,0,0.33097294254807313,0.9404929087470999,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0,1,0,0.7711770783725685,1,0,1,1,1,0,1,0,1,0.9618035471589492,1.0519569181741506,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0,1,0,-1.229969518276813,1,0,0,1,0,1,0,1,1,-0.016150776391244497,-0.9388721312852886,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0,0,0,0.03606200205238767,1,1,1,1,0,0,0,0,1,-0.1262958025931436,-0.0981328231487727,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0,1,1,-0.20897635672100598,1,1,0,0,0,1,1,1,0,0.23084110054634682,-0.13227034399285142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0,0,0,-1.270809244739045,1,0,0,0,0,0,0,0,1,0.16575540324522509,-0.971786483630068,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,1,0,0.97537571068373,1,0,1,0,1,0,0,0,0,0.5212234423513533,1.0048538112374996,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0,1,1,0.4444592666747104,1,0,1,0,1,1,1,1,1,0.48283956958402513,0.5836168195061023,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,0,0,1,-0.20897635672100598,1,0,0,0,0,0,0,0,0,-1.489757717849984,-0.756842419162302,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0.0,0,0,0,-0.7398928007300255,1,0,0,1,0,0,0,1,1,0.7214871263548059,-0.47749297334961616,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1,0,0,-0.5356941684188642,1,0,1,1,0,1,1,1,1,1.3456422748322334,-0.10996419845108528,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1,0,0,-0.9440914330411869,1,1,0,0,1,0,1,1,1,1.195444511829644,-0.5941832481827635,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1,0,0,-0.08645717733430915,1,1,0,0,1,1,1,0,1,0.14739789887824156,-0.07142327100952926,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0,0,1,-0.7807325271922578,1,1,0,1,1,0,1,1,1,1.317271586265078,-0.424941206734269,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0,1,0,0.4852989931369427,1,1,1,0,1,0,0,0,1,0.6714212053539428,0.6101929350817857,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0,1,0,1.6288113340794463,1,1,0,1,0,0,1,1,1,1.158729503095678,2.2378298979583913,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,0,1,0,1.6288113340794463,1,1,0,0,0,0,0,0,0,-1.3111892662802385,-0.20343651122480705,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0,0,0,-0.82157225365449,1,0,0,1,0,1,0,0,1,-0.34658585499694156,-0.7116519029700102,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,1,1,1.6288113340794463,1,1,1,1,1,1,1,0,1,0.5395809467183363,1.5447381474009232,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0,0,-0.08645717733430915,1,1,1,0,1,0,1,1,1,0.48784616168411116,0.07678027225101827,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,0,1,1,1.6288113340794463,1,1,1,1,1,1,1,1,1,1.6961037218382755,2.744644205786215,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0,1,1,1.5879716076172141,1,1,0,0,0,0,0,0,0,-1.3612551872811016,-0.26286026086348996,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,0,0,0,-1.1891297918145805,1,0,1,1,0,0,0,0,1,0.48117070555066266,-0.8931256294114971,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,0,0,-0.37233526256993504,1,0,0,1,0,0,1,1,0,1.0218826523599849,-0.02738920503475671,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0,0,0,-0.24981608318323825,1,0,0,0,0,0,0,0,0,-1.461387029282828,-0.7722321028262125,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0,0,1,0.4444592666747104,1,1,0,0,0,0,0,0,1,-1.321202450480411,-0.5267755441577454,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,1,1,0,1.6288113340794463,1,1,1,1,1,1,0,0,1,0.9467837708586901,1.9929070855441642,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0,1,-0.5765338948810964,1,0,0,0,0,0,0,0,0,-1.4864199897832595,-0.8289204029119172,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0,1,1,1.5062921546927495,1,0,0,0,0,0,0,0,1,-1.479744533649811,-0.3610918110708487,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1.0,0,0,0,-1.270809244739045,1,0,0,0,0,0,0,0,1,0.22917223651298482,-0.9709413853941885,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0,1,0,0.1585811814390845,1,0,1,0,0,0,1,1,1,0.9651412752256733,0.49441447676629807,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,1,0,-0.4131749890321673,1,0,0,0,0,0,0,0,1,-1.4764068055830868,-0.7930259673142995,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0,1,1,0.03606200205238767,1,0,0,0,0,0,0,0,0,-1.4981020380167944,-0.7175008723393866,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,0,0,0,0.8936962577592654,1,1,0,0,1,1,0,1,1,1.0152071962265363,1.2500212573515872,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0,0,-1.107450338890116,1,1,0,0,0,0,1,1,1,0.9751544594258462,-0.7862207025727438,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0,1,0,-0.9440914330411869,0,0,0,0,0,1,1,0,0,-0.8021857361047963,-0.85645281385978,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0,0,0,-0.82157225365449,1,1,0,0,0,0,0,0,0,-1.3262090425804973,-0.8780472977292265,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0.0,0,0,0,-1.1891297918145805,1,0,0,0,0,0,0,0,0,-1.4997709020501564,-0.9765901999182252,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1,0,0,-0.12729690379654143,1,1,0,0,0,1,1,1,0,1.1336965425952463,0.27055240196727753,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,0,0,-1.270809244739045,1,0,0,0,0,1,0,0,0,0.3109465741477281,-0.9698516534584493,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0,1,1,-0.1681366302587737,1,1,0,0,0,0,1,1,0,0.9184130822915345,0.13951769655143925,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0,1,1,-1.0257708859656514,0,0,1,0,1,1,0,1,0,-0.5017902100996173,-0.8668608658174535,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,0,1,1,0.2811003608257813,1,0,1,1,1,0,0,0,0,-0.16301081132710996,0.039751625863141356,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0,1,1,-0.658213347805561,1,0,0,0,0,0,0,0,0,-1.4997709020501564,-0.8633692757376357,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0,0,0,1.261253795919356,1,1,0,1,0,0,1,1,0,1.0936438057945557,1.7784967673306376,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0,1,1,0.7711770783725685,1,0,0,0,0,0,0,0,0,-1.506446358183605,-0.5193920543074301,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1.0,0,0,0,-1.229969518276813,1,0,0,0,0,0,0,0,0,-0.6786897976360005,-0.9666269365057513,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1,0,0,1.5879716076172141,1,1,0,1,1,0,1,1,1,1.3756818274327516,2.342911191761826,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0,0,0,-1.270809244739045,1,0,0,0,0,0,0,0,1,0.1557422190450521,-0.971919920193628,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1,1,0,1.3837729753060528,1,1,0,0,1,1,1,1,1,1.3773506914661136,2.099745294101137,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,0,1,0,0.3219400872880136,1,0,0,0,0,0,0,0,0,-1.5214661344838636,-0.6557864616929251,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0,0,1,1,-0.6173736213433287,1,1,0,0,0,0,1,1,1,0.9300951305250691,-0.32886688097112887,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,1,1,-0.5765338948810964,1,0,0,0,0,0,0,0,0,-1.4764068055830868,-0.8439764951669277,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1,0,0,-0.8624119801167224,1,1,0,1,1,1,1,1,1,1.5592568711025832,-0.4765589174046968,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,0,0,1.4654524282305172,1,1,0,0,0,0,0,0,0,-1.3078515382135143,-0.1924502341583739,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0,1,0,1.6288113340794463,1,1,1,1,1,1,0,1,0,1.3656686432325786,2.369398349628469,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1,1,0,1.3429332488438204,1,1,1,0,1,0,1,1,0,1.353986594999044,2.0157469773401693,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0,0,0,-0.9440914330411869,1,1,0,1,0,0,1,1,1,1.1553917750289533,-0.5941165299009835,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0,0,-0.5765338948810964,1,1,0,0,0,1,1,0,1,0.7899105517226521,-0.2736241436573233,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,1,0,0.4444592666747104,1,1,0,0,0,1,1,0,1,0.005544456042462588,0.29076804134660483,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0,1,1,0.03606200205238767,1,0,0,1,1,1,1,1,0,0.581302547552389,0.15506305620616948,0.0,0.0,0.0,1.0,1.0,0.0,0.0
